RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  15:20:12
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:25
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:25
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:25
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:25
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:26
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:26
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:26
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:26
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:27
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:27
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:27
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:27
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:28
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:28
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:28
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:29
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:29
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:20:29
     PonRI0412RP.809. Fim do bloco do rateio                                                                
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:20:29
TWDI458                               2.00.00.000    ri0412rp                      06/02/20  15:20:29
     PonInicio Procedure execute - 06/02/2020 - 15:20:29                                                    
     PonIntegracao EMS 5.0 -> yes - 06/02/2020 - 15:20:29                                                   
     PonApos tratamento conexao bancos - 06/02/2020 - 15:20:29                                              
     PonInicio bloco principal - 06/02/2020 - 15:20:29                                                      
     PonLote -> 10/RI015101/1                                                                               
TCAD095                               2.00.00.001    cdapi007                      06/02/20  15:20:29
TWAD095                               2.00.00.001    cdapi007                      06/02/20  15:20:29
     PonInicio processamento itens do lote  - 06/02/2020 - 15:20:29                                         
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:29
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:29
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:29
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:29
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:29
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
TCAD169                               2.00.00.005    cdapi007                      06/02/20  15:20:30
TWAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:30
     PonFinal processamento itens do lote  - 06/02/2020 - 15:20:30                                          
     PonAntes Atualizacao - 06/02/2020 - 15:20:30                                                           
     PonSera feita a integracao com EMS 5.0 - 06/02/2020 - 15:20:31                                         
fnc_mga_docto_pend_integr                 prgfin/fgl/fgl720za.py    1.00.01.124    06/02/20  15:20:31
fnc_funcoes_padrao_glob                   prgint/utb/utb925za.py    1.00.00.000    06/02/20  15:20:31
SPP_TRAT_CASAS_DEC                        no
CDAPI543                              2.00.00.001    fgl720za                      06/02/20  15:20:31
CDAPI547                              2.00.00.011    fgl720za                      06/02/20  15:20:31
CDAPI548                              2.00.00.003    fgl720za                      06/02/20  15:20:31

 => INFORMAÇÃO tt-doc-pendente (REFERÊNCIA)
    ======================================= 

Empresa  Referência  Data Movto  Lancto Padrão  Data Cotação  Valor Movimento  Gera Estorno  Data Estorno  Histórico  Data Início Per  Data Fim Per  Série Início  Sério Fim  Situação  Estab 
-------- ----------- ----------- -------------- ------------- ---------------- ------------- ------------- ---------- ---------------- ------------- ------------- ---------- --------- ------ 
10        RI015101    31/05/2010       0                                     0  Não                           0        06/02/2020       06/02/2020             0             0 01        1    

 => INFORMAÇÃO tt-lin-doc-pend (ITENS)
    =================================== 

Empresa  Referência  Sequência  Conta EMS  Sub-Conta EMS  Conta MG  Sub-Conta MG  Reduzida  Trans EMS  Trans MG  Histórico  Valor           Conta Contra Partida EMS  Sub-Conta Contra Partida EMS  Conta Contra Partida MG  Sub-Conta Contra Partida MG  Reduzida Par  Valor FASB      Data Cotação  Valor CMI       Valor Presente  Controle       Conta Contábil               Contra Partida        Estab   Unid Negoc  Unid Negoc Par
-------- ----------- ---------- ---------- -------------- --------- ------------- --------- ---------- --------- ---------- --------------- ------------------------- ----------------------------- ------------------------ ---------------------------- ------------- --------------- ------------- --------------- --------------- --------- --------------------------- -------------------------- -------- ----------- --------------
10       RI015101         1     21105040   01070201       00000000  00000              0     1         DB          0                   910                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         2     21105040   01070201       00000000  00000              0     1         DB          0                    87                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         3     21105040   01070201       00000000  00000              0     1         DB          0                   116                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         4     31111111                  00000000  00000              0     2         DB          0                   547                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         5     31111111                  00000000  00000              0     2         DB          0                   810                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         6     31111111                  00000000  00000              0     2         DB          0                   243                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         7     31111111                  00000000  00000              0     2         DB          0                   910                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         8     31111111                  00000000  00000              0     1         DB          0                   810                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101         9     31111111                  00000000  00000              0     1         DB          0                   790                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        10     31111111                  00000000  00000              0     2         DB          0                    53                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        11     31111111                  00000000  00000              0     2         DB          0                    87                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        12     31111111                  00000000  00000              0     2         DB          0                   214                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        13     31111111                  00000000  00000              0     2         DB          0                    87                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        14     31111111                  00000000  00000              0     1         DB          0                    87                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        15     31111111                  00000000  00000              0     1         DB          0                   668                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        16     31111111                  00000000  00000              0     2         DB          0                    80                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        17     31111111                  00000000  00000              0     2         DB          0                   116                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        18     31111111                  00000000  00000              0     2         DB          0                   321                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        19     31111111                  00000000  00000              0     2         DB          0                   116                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       
10       RI015101        20     31111111                  00000000  00000              0     1         DB          0                   116                                                          00000000                 00000                            0                   0,000                         0,000               0                                                                  1                       

CDAPI543                              2.00.00.001    fgl720za                      06/02/20  15:20:31
UT-MSGS                               3.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
